state,yr,qtr,index_nsa,index_sa,note
ID,2015,4,246.98,246.43,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ID,2016,1,248.4,250.06,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ID,2016,2,259.77,255.11,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ID,2016,3,265.02,260.9,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ID,2016,4,268.57,267.97,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ID,2017,1,272.92,274.42,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ID,2017,2,286.16,280.9,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ID,2017,3,291.35,287.16,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ID,2017,4,297.58,297.03,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ID,2018,1,307.46,308.85,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ID,2018,2,325.88,319.83,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ID,2018,3,334.58,329.9,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ID,2018,4,338.88,338.4,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ID,2019,1,351.34,352.63,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IL,1991,1,100,100,
IL,1991,2,101.13,100.57,
IL,1991,3,102.24,101.5,
IL,1991,4,102.84,102.54,
IL,1992,1,103.98,104,
IL,1992,2,105.41,104.81,
IL,1992,3,106.43,105.66,
IL,1992,4,107.35,107.02,
IL,1993,1,107.33,107.43,
IL,1993,2,109.57,108.88,
IL,1993,3,111.3,110.5,
IL,1993,4,111.85,111.5,
IL,1994,1,113.4,113.57,
IL,1994,2,115.41,114.62,
IL,1994,3,116.51,115.69,
IL,1994,4,117.11,116.73,
IL,1995,1,117.72,117.97,
IL,1995,2,119.7,118.79,
IL,1995,3,120.83,119.98,
IL,1995,4,121.49,121.12,
IL,1996,1,121.91,122.18,
IL,1996,2,124.09,123.14,
IL,1996,3,124.64,123.75,
IL,1996,4,124.81,124.42,
IL,1997,1,124.58,124.86,
IL,1997,2,126.66,125.73,
IL,1997,3,127.48,126.54,
IL,1997,4,126.8,126.41,
IL,1998,1,127.17,127.4,
IL,1998,2,129.36,128.5,
IL,1998,3,130.62,129.65,
IL,1998,4,132.19,131.73,
IL,1999,1,132.67,132.88,
IL,1999,2,134.77,133.95,
IL,1999,3,137.78,136.73,
IL,1999,4,139.27,138.77,
IL,2000,1,140.96,141.18,
IL,2000,2,143.56,142.7,
IL,2000,3,145.23,144.12,
IL,2000,4,147.02,146.45,
IL,2001,1,148.4,148.71,
IL,2001,2,151.95,150.98,
IL,2001,3,154.61,153.38,
IL,2001,4,155.8,155.23,
IL,2002,1,156.58,156.99,
IL,2002,2,160.81,159.67,
IL,2002,3,163.51,162.22,
IL,2002,4,165.15,164.57,
IL,2003,1,167.27,167.76,
IL,2003,2,171.62,170.36,
IL,2003,3,173.36,171.97,
IL,2003,4,175.08,174.49,
IL,2004,1,176.6,177.14,
IL,2004,2,181.61,180.28,
IL,2004,3,184.9,183.37,
IL,2004,4,187.63,186.96,
IL,2005,1,190.39,191.09,
IL,2005,2,194.97,193.61,
IL,2005,3,198.85,197.01,
IL,2005,4,200.84,200.03,
IL,2006,1,202.55,203.65,
IL,2006,2,206.76,205.3,
IL,2006,3,208.41,206.1,
IL,2006,4,207.74,206.81,
IL,2007,1,207.29,209.03,
IL,2007,2,206.18,204.69,
IL,2007,3,203.31,200.52,
IL,2007,4,197.67,196.7,
IL,2008,1,190.12,192.46,
IL,2008,2,189.23,187.74,
IL,2008,3,184.91,181.86,
IL,2008,4,175.09,174.15,
IL,2009,1,164.72,167.45,
IL,2009,2,165.51,164.04,
IL,2009,3,165.66,162.45,
IL,2009,4,162.25,161.46,
IL,2010,1,155.5,158.65,
IL,2010,2,160.22,158.46,
IL,2010,3,156.2,152.84,
IL,2010,4,151.34,150.82,
IL,2011,1,143.96,147.24,
IL,2011,2,146.81,144.83,
IL,2011,3,148.31,144.82,
IL,2011,4,142.55,142.46,
IL,2012,1,139.06,142.33,
IL,2012,2,144.91,142.59,
IL,2012,3,145.71,142.21,
IL,2012,4,142.88,143.11,
IL,2013,1,142.13,145.47,
IL,2013,2,151.05,148.35,
IL,2013,3,153.65,150.01,
IL,2013,4,151.46,151.87,
IL,2014,1,149.78,153.1,
IL,2014,2,157.94,155.02,
IL,2014,3,160.96,157.37,
IL,2014,4,157.26,157.67,
IL,2015,1,156.24,159.41,
IL,2015,2,164.51,161.51,
IL,2015,3,165.78,162.35,
IL,2015,4,163.72,164,
IL,2016,1,163.04,165.93,
IL,2016,2,170.61,167.69,
IL,2016,3,173.42,170.16,
IL,2016,4,172.07,172.13,
IL,2017,1,172.31,174.99,
IL,2017,2,178.29,175.41,
IL,2017,3,180.89,177.86,
IL,2017,4,181,180.77,
IL,2018,1,180.54,183.11,
IL,2018,2,187.75,184.83,
IL,2018,3,189.16,186.26,
IL,2018,4,188.79,188.3,
IL,2019,1,186.59,189.16,
IN,1991,1,100,100,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN,1991,2,100.76,100.06,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN,1991,3,101.3,100.57,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN,1991,4,101.88,101.4,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN,1992,1,102.78,102.77,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN,1992,2,104.54,103.81,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN,1992,3,105.77,105.02,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN,1992,4,106.45,105.96,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN,1993,1,106.72,106.7,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN,1993,2,109.45,108.66,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN,1993,3,110.49,109.72,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN,1993,4,112.49,111.99,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN,1994,1,113.32,113.29,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN,1994,2,115.58,114.71,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN,1994,3,116.43,115.66,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN,1994,4,117.67,117.16,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN,1995,1,119.11,119.07,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN,1995,2,121.25,120.28,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN,1995,3,122.99,122.22,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN,1995,4,124.16,123.65,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN,1996,1,125.12,125.03,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN,1996,2,127.67,126.63,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN,1996,3,128.51,127.72,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN,1996,4,129.46,128.98,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN,1997,1,130.16,130.02,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN,1997,2,132.64,131.59,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN,1997,3,132.68,131.83,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN,1997,4,133.39,132.93,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN,1998,1,134.03,133.86,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN,1998,2,136.02,134.98,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN,1998,3,136.99,136.09,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN,1998,4,138.18,137.69,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN,1999,1,139.67,139.49,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN,1999,2,141.94,140.91,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN,1999,3,143.54,142.53,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN,1999,4,143.78,143.26,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN,2000,1,145.63,145.47,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN,2000,2,146.27,145.27,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN,2000,3,148.25,147.11,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN,2000,4,148.48,147.92,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN,2001,1,148.75,148.68,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN,2001,2,150.46,149.44,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN,2001,3,151.25,149.98,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN,2001,4,152.38,151.81,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN,2002,1,151.83,151.9,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN,2002,2,153.74,152.65,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN,2002,3,154.16,152.78,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN,2002,4,153.77,153.19,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN,2003,1,154.34,154.62,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN,2003,2,156.39,155.17,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN,2003,3,157.6,156.08,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN,2003,4,157.26,156.7,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN,2004,1,156.86,157.36,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN,2004,2,160.38,159.02,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN,2004,3,161.61,159.85,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN,2004,4,160.98,160.49,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN,2005,1,162.23,163.01,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN,2005,2,164.19,162.66,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN,2005,3,165.19,163.11,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN,2005,4,165.09,164.71,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN,2006,1,163.72,164.82,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN,2006,2,166.56,164.85,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN,2006,3,167.12,164.75,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN,2006,4,166.08,165.77,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN,2007,1,165.24,166.75,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN,2007,2,168.78,166.81,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN,2007,3,169.34,166.76,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN,2007,4,163.55,163.25,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN,2008,1,160.71,162.52,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN,2008,2,162.06,159.96,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN,2008,3,161.86,159.27,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN,2008,4,153.08,152.81,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN,2009,1,149.04,150.99,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN,2009,2,154.48,152.28,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN,2009,3,155.08,152.6,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN,2009,4,153.49,153.21,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN,2010,1,150.08,152.21,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN,2010,2,155.7,153.36,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN,2010,3,151.93,149.51,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN,2010,4,150.41,150.14,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN,2011,1,146.78,148.91,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN,2011,2,149.57,147.21,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN,2011,3,150.56,148.23,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN,2011,4,148.46,148.22,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN,2012,1,147.24,149.29,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN,2012,2,153.32,150.97,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN,2012,3,153.45,151.05,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN,2012,4,152.66,152.52,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN,2013,1,151.92,153.85,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN,2013,2,158.27,155.93,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN,2013,3,160.84,158.32,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN,2013,4,158.26,158.18,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN,2014,1,158.12,159.93,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN,2014,2,163.36,161.09,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN,2014,3,165.14,162.58,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN,2014,4,164.05,163.99,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN,2015,1,163.98,165.67,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN,2015,2,169.08,166.82,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN,2015,3,171.24,168.71,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN,2015,4,170.75,170.61,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN,2016,1,171.32,172.89,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN,2016,2,177.33,175.08,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN,2016,3,180.84,178.29,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN,2016,4,181.26,181.04,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN,2017,1,181.37,182.88,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN,2017,2,187.61,185.3,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN,2017,3,190.62,188.08,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN,2017,4,193.23,192.92,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN,2018,1,195.29,196.81,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN,2018,2,203.09,200.64,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN,2018,3,206.61,203.96,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN,2018,4,207.42,207.04,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN,2019,1,208.87,210.43,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS,1991,1,100,100,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS,1991,2,99.76,99.41,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS,1991,3,99.59,99.11,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS,1991,4,100.76,100.72,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS,1992,1,101.57,101.59,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS,1992,2,102.32,101.94,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS,1992,3,103.51,102.99,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS,1992,4,103.79,103.76,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS,1993,1,104.41,104.47,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS,1993,2,106.54,106.1,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS,1993,3,108.39,107.83,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS,1993,4,109.9,109.9,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS,1994,1,111.45,111.56,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS,1994,2,113.73,113.2,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS,1994,3,115.22,114.6,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS,1994,4,115.71,115.74,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS,1995,1,117.18,117.34,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS,1995,2,119.65,119.05,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS,1995,3,121.33,120.67,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS,1995,4,122.14,122.18,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS,1996,1,123.73,123.92,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS,1996,2,125.51,124.86,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS,1996,3,126.09,125.4,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS,1996,4,126.01,126.07,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS,1997,1,126.74,126.93,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS,1997,2,129.61,128.92,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS,1997,3,131.82,131.12,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS,1997,4,132.33,132.38,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS,1998,1,135.13,135.34,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS,1998,2,137.12,136.39,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS,1998,3,139.22,138.47,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS,1998,4,142,142.03,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS,1999,1,144.01,144.26,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS,1999,2,146.58,145.8,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS,1999,3,148.41,147.61,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS,1999,4,148.83,148.86,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS,2000,1,150.89,151.19,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS,2000,2,154.78,153.96,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS,2000,3,155.54,154.63,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS,2000,4,156.02,156.06,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS,2001,1,157.59,157.97,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS,2001,2,161.01,160.13,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS,2001,3,163.45,162.41,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS,2001,4,164.75,164.85,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS,2002,1,165.58,166.07,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS,2002,2,167.94,166.96,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS,2002,3,169.69,168.51,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS,2002,4,169.71,169.89,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS,2003,1,170.87,171.47,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS,2003,2,173.94,172.85,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS,2003,3,175.91,174.57,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS,2003,4,176.14,176.42,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS,2004,1,177.08,177.86,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS,2004,2,181.99,180.72,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS,2004,3,181.75,180.24,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS,2004,4,181.86,182.21,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS,2005,1,183.47,184.5,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS,2005,2,187.36,185.91,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS,2005,3,188.59,186.88,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS,2005,4,188.35,188.75,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS,2006,1,190.34,191.67,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS,2006,2,194.06,192.4,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS,2006,3,196.08,194.26,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS,2006,4,194.66,194.95,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS,2007,1,193.78,195.45,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS,2007,2,199.64,197.76,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS,2007,3,199.95,198.12,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS,2007,4,197.55,197.63,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS,2008,1,195.5,197.49,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS,2008,2,199.68,197.68,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS,2008,3,200.5,198.76,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS,2008,4,193.22,193.02,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS,2009,1,192.49,194.74,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS,2009,2,195.4,193.38,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS,2009,3,195.62,193.9,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS,2009,4,196.61,196.32,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS,2010,1,191.75,194.14,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS,2010,2,195.88,193.84,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS,2010,3,189.8,188.05,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS,2010,4,187.03,186.78,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS,2011,1,182.54,184.89,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS,2011,2,184.24,182.29,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS,2011,3,184.78,182.94,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS,2011,4,184.04,183.98,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS,2012,1,181.63,183.91,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS,2012,2,187.72,185.72,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS,2012,3,190.44,188.4,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS,2012,4,187.18,187.36,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS,2013,1,186.71,188.97,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS,2013,2,192.94,190.84,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS,2013,3,194.39,192.21,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS,2013,4,191.4,191.85,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS,2014,1,194.56,196.72,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS,2014,2,200.04,197.85,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS,2014,3,201.44,199.22,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS,2014,4,200.55,201.13,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS,2015,1,201.06,203.17,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS,2015,2,206.74,204.37,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS,2015,3,208.78,206.68,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS,2015,4,208.72,209.35,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS,2016,1,210.02,212.05,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS,2016,2,218.39,215.87,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS,2016,3,220.35,218.33,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS,2016,4,220.98,221.62,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS,2017,1,221.82,223.84,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS,2017,2,228.12,225.46,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS,2017,3,232.08,230.09,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS,2017,4,232.91,233.58,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS,2018,1,234.59,236.59,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS,2018,2,243.03,240.21,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS,2018,3,243.6,241.57,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS,2018,4,243.65,244.38,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS,2019,1,246.96,249,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KY,1991,1,100,100,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KY,1991,2,100.73,100.4,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KY,1991,3,100.34,100.06,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KY,1991,4,101.64,101.44,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KY,1992,1,102.38,102.38,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KY,1992,2,103.04,102.68,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KY,1992,3,104.69,104.4,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KY,1992,4,106.25,106.04,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KY,1993,1,106.63,106.65,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KY,1993,2,108.87,108.49,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KY,1993,3,110.18,109.83,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
